## Generation 0 
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([1.58283022, 1.42692956]), 'dist_end_effector': -3.8565269841998346, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559038, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.70980551, -1.47472756]), 'dist_end_effector': -1.9594446105675893, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.99992561,  0.0121974 ]), 'dist_end_effector': -1.0001487685189345, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-1.57468814, -1.82162668]), 'dist_end_effector': -1.8706185958591044, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([1.45469076, 1.02187536]), 'dist_end_effector': -3.602654225940536, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.9622045 ,  0.27232794]), 'dist_end_effector': -1.0729314999389645, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590387, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590376, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590376, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-1.81857001, -1.04976648]), 'dist_end_effector': -1.065329294994496, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.85673128,  0.06801316]), 'dist_end_effector': -1.1452899920943846, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590376, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.98003399,  0.02140935]), 'dist_end_effector': -1.020190679144294, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590376, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559038, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.80265195,  0.372329  ]), 'dist_end_effector': -1.2539024076014973, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.82214134,  0.14541428]), 'dist_end_effector': -1.1868008845823876, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-0.77597739,  0.25867894]), 'dist_end_effector': -1.2510580109881864, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590376, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-1.48472197, -2.77237857]), 'dist_end_effector': -2.819857159963224, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.78020521,  0.13567499]), 'dist_end_effector': -1.2273170099055857, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
## Generation 99 
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590376, 'collision': False}
{'pos_end_effector': array([-0.62359133,  0.20374709]), 'dist_end_effector': -1.3914070986945914, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590376, 'collision': False}
{'pos_end_effector': array([-1.51511842, -1.25328191]), 'dist_end_effector': -1.3438101400238027, 'collision': False}
{'pos_end_effector': array([-0.52830696,  0.83713131]), 'dist_end_effector': -1.6931241033634878, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.03465131,  0.89439418]), 'dist_end_effector': -2.159290721339751, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-0.8062293, -1.2899722]), 'dist_end_effector': -1.7575883361800895, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-1.51322692, -1.28183509]), 'dist_end_effector': -1.3711488682067896, 'collision': False}
{'pos_end_effector': array([-0.03636432,  0.78593032]), 'dist_end_effector': -2.1150771997282534, 'collision': False}
{'pos_end_effector': array([-0.98400463,  0.17814291]), 'dist_end_effector': -1.0314947848666818, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559038, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.12552555,  0.74114538]), 'dist_end_effector': -2.0156762961345827, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-1.57592908, -1.85929057]), 'dist_end_effector': -1.907038953663696, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-0.8967243 , -0.44258958]), 'dist_end_effector': -1.188740010097939, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590384, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-0.71472591,  0.21756024]), 'dist_end_effector': -1.303557423058022, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590373, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.92638091,  0.27481377]), 'dist_end_effector': -1.1082330849887947, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559038, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-0.98390097,  0.17871457]), 'dist_end_effector': -1.0316957617688498, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.87590568,  0.13001174]), 'dist_end_effector': -1.1315878597100029, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590382, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-0.98395987, -0.17838994]), 'dist_end_effector': -1.0315815572178413, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-0.99986389, -0.01649887]), 'dist_end_effector': -1.0002721916185418, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590364, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.000000017559037, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': [0, 0], 'dist_end_effector': -1000000, 'collision': True}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590362, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590367, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590371, 'collision': False}
{'pos_end_effector': array([-9.99999992e-01,  1.41716137e-04]), 'dist_end_effector': -1.0000000175590378, 'collision': False}
